player_id,bd_adr,area,gender,body_type,height,meas_id,weight,weightzero,body_fat_per,mslq,ram_r_50khz,ram_r_625khz,ram_x_50khz,ram_x_625khz,lam_r_50khz,lam_r_625khz,lam_x_50khz,lam_x_625khz,rlg_r_50khz,rlg_r_625khz,rlg_x_50khz,rlg_x_625khz,llg_r_50khz,llg_r_625khz,llg_x_50khz,llg_x_625khz,rbd_r_50khz,rbd_r_625khz,rbd_x_50khz,rbd_x_625khz,lbd_r_50khz,lbd_r_625khz,lbd_x_50khz,lbd_x_625khz,wam_r_50khz,wam_r_625khz,wam_x_50khz,wam_x_625khz,wlg_r_50khz,wlg_r_625khz,wlg_x_50khz,wlg_x_625khz,eppulse,eppulsej,temp
4,5CEC84E8FE10,tokyo,1,0,157.5,63793537,58.95,11852,29.6,94,339,384.5,-33.6,-19.6,345.3,393.1,-30.5,-14.6,284.5,332.8,-28.5,-13.8,294.3,342.6,-30,-22,652.3,750.6,-67.8,-40.8,670.1,768.2,-68.9,-48.7,639.2,725.2,-66.5,-37,577.7,675.1,-65.8,-42.4,93,0,424
4,5CEC84E8FE10,tokyo,1,0,157.5,64045983,58.65,11847,29.6,96,349.5,400.6,-36.1,-21.6,340.1,385.9,-29.9,-13.4,290.1,337.5,-28.2,-15,291.5,337.8,-29.2,-18.9,669.2,772.4,-71.2,-41.1,665.1,760,-66.1,-42.8,655.4,740.6,-67,-39.7,580.6,674.4,-64.9,-37.7,89,0,419
4,5CEC84E8FE10,tokyo,1,0,157.5,64101246,59.65,11837,32,91,358.7,406.7,-33.5,-19.5,357.3,403.5,-28.7,-14.4,273.1,308.3,-23.8,-12.4,276.1,311.3,-24.3,-13.3,660.1,747.5,-62.5,-33.1,659.8,746.4,-60.2,-34.6,679.6,762.5,-66.7,-37.8,545.1,618.9,-53.8,-27.8,87,0,411
4,5CEC84E8FE10,tokyo,1,0,157.5,64105551,59.35,11840,31.7,92,365.7,416.1,-36.7,-21.8,358.5,407.3,-31.7,-15.1,270.7,305.9,-23.4,-15.5,272.2,307.6,-24.4,-9.6,663.6,752.1,-64.5,-39,660.7,747.8,-61.3,-36.4,690.7,778.3,-67,-40.6,536.6,611.6,-54.9,-24.6,83,0,410
4,5CEC84E8FE10,tokyo,1,0,157.5,64273886,58.65,11844,29.9,95,357.1,410,-37.6,-22.9,352.7,403.7,-32.1,-15.7,292.5,348.1,-30.7,-11.8,301.1,355.9,-32.1,-26,688.6,793.2,-72.3,-53.4,688.8,792.4,-72.2,-57.5,673,763.8,-67.9,-42.3,593.9,700.5,-70.6,-47.7,106,0,409
4,5CEC84E8FE10,tokyo,1,0,157.5,64318516,59.15,11843,30.4,94,362.9,417,-38,-23.3,362.6,416.5,-33.6,-18.3,285.1,331.8,-27.6,-14.7,284.9,328.8,-28,-15.3,678.7,778.7,-71,-51.4,679.1,778,-70.2,-52.5,678.5,779.1,-74,-44.2,570.3,661.3,-62.7,-35.6,88,0,412
4,5CEC84E8FE10,tokyo,1,0,157.5,64322289,59.1,11845,29.5,94,347.5,402.8,-37.7,-22.1,345.3,396.4,-33.3,-15.9,274.1,316.8,-26.5,-12.1,286.8,331.3,-27.5,-18.3,649.1,748.8,-69.8,-40.7,661.4,757.1,-69.2,-43.5,648,742.3,-73.2,-40.9,555.8,643.1,-60.8,-34.3,95,0,415
4,5CEC84E8FE10,tokyo,1,0,157.5,64448427,58.5,11829,30.1,96,362.1,415,-39.7,-23.6,360.2,414.9,-32.3,-17.9,304.4,358.7,-31.3,-20,315.6,375.9,-33.4,-22.4,700.8,808.8,-74.4,-50.4,711.3,824.3,-74.6,-51.9,690.6,783.6,-69.3,-45.1,615.5,731.1,-73.7,-45.6,92,0,394
4,5CEC84E8FE10,tokyo,1,0,157.5,64801145,59.95,11836,31.4,93,367,418.9,-37,-22.3,358.9,408.2,-33.3,-14.8,261.9,302.6,-25,-12,271.9,308.4,-23.6,-17.1,656.9,752.7,-66.5,-38.3,658.7,747.4,-63.1,-38.4,684.4,776.1,-69.6,-42.2,533.4,612.4,-55.1,-33.6,100,0,406
4,5CEC84E8FE10,tokyo,1,0,157.5,64905541,58.7,11834,30.5,95,358.1,406.9,-35.7,-20.9,349.3,396,-30.1,-13.8,283.2,328.8,-27.6,-11.7,294,340.2,-29.2,-21.6,672.4,769.7,-68.6,-39.6,675.5,770.1,-66.6,-43.3,667.4,751.7,-66,-38.6,574.4,667.6,-64.7,-38.8,101,0,397
4,5CEC84E8FE10,tokyo,1,0,157.5,64988211,59.9,11837,30.9,95,358.8,414.5,-39.6,-24.7,349.3,400.4,-32.5,-16.7,275.2,319.5,-26.1,-14.1,276.6,318,-26.9,-18.3,666.1,769.2,-68.7,-44.4,653.8,745.4,-64.2,-43.1,675.2,767.3,-68.8,-43.5,552.5,639,-59.7,-35.4,95,0,406
4,5CEC84E8FE10,tokyo,1,0,157.5,64992302,60.15,11842,31.1,93,360.2,416,-39.3,-22.2,362.6,413.1,-33.4,-16.3,265.6,304.4,-24.9,-11.5,273.6,313.3,-25.5,-16.5,654.1,753.2,-68.8,-39.3,661.8,754.7,-65.7,-41.7,674.3,771.5,-74.9,-42.6,538,617.1,-57.5,-31.8,93,0,410
4,5CEC84E8FE10,tokyo,1,0,157.5,65162290,59.2,11832,30,94,347.5,396.6,-34.6,-20.7,325.7,369.8,-30.5,-12,284.4,332.2,-27.2,-8,290,335.8,-29.8,-26,663.7,762.4,-68.8,-44.5,651.9,740.7,-65.9,-50.6,638.4,721.3,-63.7,-38.6,576.8,668.1,-64.8,-41.5,102,0,396
4,5CEC84E8FE10,tokyo,1,0,157.5,65392805,59.15,11824,30.8,94,354.5,408.7,-39.9,-26.8,357,409.4,-31.3,-15.8,280.1,329,-26.2,-3.5,290.6,331.7,-29.8,-23.7,672.4,769.1,-69.8,-49.4,686.9,775.6,-69.6,-58.8,685.3,773.8,-67.5,-45.8,571.7,656.8,-63.9,-39.5,94,0,383
4,5CEC84E8FE10,tokyo,1,0,157.5,65442171,60.1,11849,31,93,363.6,420.6,-39.2,-23.4,360.8,413.2,-33.1,-17.6,265.9,307.3,-25.9,-13.6,275.6,318.1,-27.4,-16.2,659.1,758.2,-69,-41.5,665.7,762,-67.3,-42.6,683.8,781.8,-73.2,-44.5,539.2,624,-59.3,-32.6,96,0,411
4,5CEC84E8FE10,tokyo,1,0,157.5,65446253,59.95,11842,30.8,92,349.8,401.3,-36.6,-22.1,348.7,399.3,-32.6,-15.1,262.2,301.7,-25,-13.9,270.8,312.1,-26.4,-14.9,641.5,732.9,-64.7,-39.3,649.1,742.1,-65,-40.2,660.5,750.9,-68.7,-41.1,530,610.8,-57.4,-30.7,90,0,413
4,5CEC84E8FE10,tokyo,1,0,157.5,65816915,58.65,11855,30.5,96,361.9,413.2,-36.2,-21.2,353.8,404.5,-31,-15.3,285.1,332,-27.3,-14.7,293.4,341.9,-29,-19.9,678.2,778.9,-69.6,-41.5,685.6,783.2,-68.2,-45.5,681.7,769.4,-66.8,-40.3,577.2,671.9,-64.3,-38.1,106,0,401
4,5CEC84E8FE10,tokyo,1,0,157.5,66032207,58.85,11827,30,96,361.2,413.4,-36.8,-22.5,353.9,403.9,-33.3,-15.7,294.1,343.7,-29.2,-17.6,299.6,350.6,-30.2,-20.6,684.2,790.1,-72.4,-42.5,685.1,788.6,-70.8,-45.4,673.6,765.8,-70.2,-40.3,592.4,692.7,-67.5,-40.9,109,0,391
4,5CEC84E8FE10,tokyo,1,0,157.5,66123900,59.05,11853,30,93,350.6,399,-34.1,-19.9,338.8,388,-31.8,-15.4,267.7,305.3,-24.8,-13.7,284.6,327,-26.2,-15.7,643.5,734.4,-65.4,-34.7,651.2,745.9,-65.4,-37.2,647.3,734.8,-67.6,-37.6,548.4,628.9,-58,-30.6,99,0,426
4,5CEC84E8FE10,tokyo,1,0,157.5,66131513,59.5,11843,31.3,93,363.8,416.9,-37.6,-22.4,352.5,400.4,-32.1,-14.9,271.2,311.7,-25.1,-12.1,277.2,315.1,-25.8,-16.1,663.3,760,-67,-41.4,660.5,746.2,-64.1,-42.7,673.1,763.2,-69.4,-39.9,547.6,627.1,-57.5,-32.1,94,0,421
4,5CEC84E8FE10,tokyo,1,0,157.5,66704057,59.15,11836,30.6,91,354.1,403.5,-35.5,-21,347.2,395,-30.7,-14.2,267.1,305.3,-25.2,-12.6,276.6,315.7,-25.5,-14.8,649.1,741.5,-64.9,-36.1,650.2,738.3,-63.2,-36,664.3,748.2,-65.6,-39.4,539.8,616.6,-57.9,-29.6,91,0,404
4,5CEC84E8FE10,tokyo,1,0,157.5,66790705,59.55,11832,29.9,91,348.3,401.5,-36.7,-20.7,345.1,396.6,-34.4,-17.5,258.5,291.9,-23,-12.6,267.1,304.8,-23.7,-13.6,630.1,722.6,-63.5,-34.4,638.1,730,-63.3,-37.3,648.9,745.7,-71.9,-40.5,521.8,594.8,-52.7,-27.9,97,0,398
4,5CEC84E8FE10,tokyo,1,0,157.5,66794724,59.9,11834,31.5,90,367.3,419.3,-38.4,-23.1,351.9,402.1,-34,-14.5,255.4,289.1,-23.6,-10.7,270.6,307.4,-23.9,-15.7,648.8,739.3,-63.8,-35.2,651.8,739,-62.9,-37.6,679.4,768.5,-68.2,-39.7,522.1,595.9,-52.9,-29.4,83,0,399
4,5CEC84E8FE10,tokyo,1,0,157.5,67432289,59.45,11834,31.9,90,366.3,420.8,-39.3,-26.8,357.2,404.5,-33,-10.9,275.5,317.3,-25.5,-14.1,281.4,316.8,-24.5,-14,667.8,766.9,-66.3,-40,671.2,751.5,-61.5,-36.2,686.6,778.9,-67.2,-36.7,556.7,633.9,-56.1,-31.4,88,0,395
4,5CEC84E8FE10,tokyo,1,0,157.5,67472414,60.05,11852,31.2,90,356.2,408.6,-37.4,-23.2,342.3,392.9,-31.5,-14.7,263.7,301,-23.8,-13.6,259.2,293.1,-23.4,-11.9,648.7,741.5,-65.8,-36.7,633.9,719,-60.5,-35.1,672.9,769.8,-67.1,-47.1,519.3,591.5,-53.2,-26.9,91,0,432
4,5CEC84E8FE10,tokyo,1,0,157.5,67478231,59.9,11843,31.5,90,374.9,429.8,-38.9,-23.4,359,411.8,-34.3,-16.7,265.8,302.6,-23.5,-11.6,268.6,305.9,-24.6,-14.8,668.2,763.9,-67.3,-38.6,657.6,748.9,-64.1,-40.3,689.8,783.8,-71.6,-42,534.1,608,-54.9,-28.9,74,0,424
4,5CEC84E8FE10,tokyo,1,0,157.5,68039839,58.5,11832,30.2,93,366.4,418.1,-36.7,-22,362.7,413.7,-32.6,-15.4,293.3,337,-29.1,-14.8,300.8,351.7,-30.7,-23.1,689.6,794.7,-71.5,-40.9,694.3,797.2,-71.1,-45.6,689,779.1,-69.8,-39.2,593.2,692.5,-67.7,-41,101,0,389
4,5CEC84E8FE10,tokyo,1,0,157.5,68092831,59.6,11855,31,90,355.8,401.9,-34.7,-20.4,342.4,390,-31,-14.2,265.7,303.6,-24.9,-12.9,276.6,317.6,-26.4,-15.7,646.8,735.2,-64.2,-35.1,648.4,738,-64,-37.9,657.7,741,-64.9,-37.5,538.4,618.4,-58.1,-30.8,82,0,440
4,5CEC84E8FE10,tokyo,1,0,157.5,68096076,59.6,11841,30.4,90,350.4,400.6,-37.4,-21.8,341.4,387.9,-31,-14.3,264.1,300.3,-24.1,-14.9,270,310.2,-25.9,-12.2,641.3,733.3,-65.3,-36.3,641.6,730.7,-63.9,-35.1,652.2,738.7,-66.6,-37.3,528.7,607.2,-57.3,-27.6,78,0,427
4,5CEC84E8FE10,tokyo,1,0,157.5,68758322,59.2,11832,30.3,88,357.4,410.5,-36.6,-21.5,358.8,407,-33.2,-16.3,259.2,295,-23.8,-13.2,274.9,315.9,-25.3,-15,644.9,735.9,-65.1,-35.4,659.5,755.5,-66.3,-38.4,672.3,767.2,-70.9,-41.1,530.5,608.1,-56.3,-29.6,96,0,391
4,5CEC84E8FE10,tokyo,1,0,157.5,68767486,59.35,11834,30.6,88,369.1,424.5,-39.1,-23.6,366.7,418.9,-36.4,-17.5,261.1,297.2,-23.9,-12.2,271.9,311.8,-25.1,-15.1,661.1,755.2,-66.1,-38.9,663.5,760.3,-68.1,-40.9,684.8,783.2,-75.7,-42,530.3,607,-55.7,-29.5,80,0,393
4,5CEC84E8FE10,tokyo,1,0,157.5,69335791,58.6,11865,31.2,89,389.9,444.6,-37,-22.7,390.9,450.5,-35,-19.9,276.2,319.1,-26.5,-14.8,286.9,330.2,-27.5,-15.9,695.8,795.1,-68,-41.6,707.8,811.5,-69.9,-45.7,731.7,834.4,-74.7,-43.1,560.3,647.5,-61.1,-33.6,110,0,429
4,5CEC84E8FE10,tokyo,1,0,157.5,69366152,58.75,11836,31.6,89,381.4,439.1,-39.9,-26.6,349.9,416.1,-39.9,-19.8,261.6,301.3,-24.3,-11.5,275,314.2,-25.6,-16.8,678.6,773.1,-63.7,-41.9,674.9,763.5,-63.2,-42.5,727.2,814.9,-62.4,-47.7,536.4,614.1,-56.1,-31.1,87,0,413
4,5CEC84E8FE10,tokyo,1,0,157.5,70123805,59.05,11832,32.9,91,379,430.4,-34.8,-22.4,362,410.3,-31.2,-15.5,271.1,318.2,-25.5,-5.8,278.7,320.2,-29.2,-27.2,686.3,776.2,-63.3,-43.5,677.9,760.6,-64,-55.3,703.5,786.2,-63.4,-36.5,553.9,639.2,-61,-43.4,89,0,388
4,5CEC84E8FE10,tokyo,1,0,157.5,70185710,59.55,11852,32.1,90,344.1,393.6,-35.9,-24.5,345.9,391.8,-30.1,-14.6,257.2,297.7,-24.2,-11,270.9,312,-26.8,-18.1,639.4,721.8,-59.4,-44.7,654.8,734,-62,-51.6,652.6,732.1,-62.7,-35.1,530.6,609.4,-54.9,-33.2,92,0,431
4,5CEC84E8FE10,tokyo,1,0,157.5,70190660,59.7,11842,31.7,91,374.4,423.8,-34.2,-21.6,320.4,370.2,-33.7,-18.3,266.3,300.3,-25.6,-28.3,259.1,305.9,-24.5,8.4,669.7,756.9,-64.8,-52,629.9,713.5,-60.5,-42.2,686.9,765.3,-59,-46.8,518,597.8,-55.5,-3.4,83,0,424
4,5CEC84E8FE10,tokyo,1,0,157.5,71258254,58.05,11867,30.7,96,368.9,422,-37.4,-24,357.2,406.6,-32.8,-15.5,282.8,336.1,-27.4,-6.9,300.8,347.3,-31.9,-29.4,693.1,789.2,-68.2,-50.1,695.1,784.8,-70.2,-59.8,687.9,771.6,-65.9,-37,589.9,684.1,-68,-45.7,93,0,397
4,5CEC84E8FE10,tokyo,1,0,157.5,71308054,58.8,11842,34.5,96,408.9,464,-38.9,-23.8,390.6,448.9,-35.1,-18.4,285.9,334.4,-27.5,-14.4,296.6,344.6,-31.4,-22.2,734.5,831.6,-70.2,-51.7,744.8,821.5,-70.1,-69,759.3,851.4,-70.3,-41.2,592.9,688.7,-63.5,-42.9,82,0,424
4,5CEC84E8FE10,tokyo,1,0,157.5,71338566,59.5,11837,34.6,92,404.8,459.2,-35.5,-24,365,425.9,-36.5,-19.3,275.3,313.5,-24.9,-10,289.9,333,-28.4,-14.6,713.8,801.6,-64.9,-47.1,715.5,795.2,-64.5,-66.9,752.1,840.3,-63.8,-44.6,571.9,649.9,-58.5,-34.6,87,0,413
4,5CEC84E8FE10,tokyo,1,0,157.5,71911473,58.1,11824,30.8,96,391.9,443.3,-36.8,-23.2,373.2,425.8,-33.4,-14.9,296.4,350.8,-30.7,-17.5,307.7,364,-33,-25.8,717.4,828.8,-73.6,-45.5,714.1,824.5,-72.8,-51.2,723.5,815.5,-69,-41.3,602.1,712.6,-72.4,-47.8,112,0,381
4,5CEC84E8FE10,tokyo,1,0,157.5,72376383,58.55,11830,33.2,94,401.1,455,-36.8,-24.2,373.9,427.9,-35.4,-17.1,284.8,329.7,-27.2,-13.8,287.2,328.8,-27.9,-17.5,718.1,815.8,-67.2,-42.8,710.2,797.6,-63.4,-49.4,765.5,849.5,-62,-47.5,574.6,658.4,-60.4,-35.3,90,0,393
4,5CEC84E8FE10,tokyo,1,0,157.5,72428020,58.95,11844,32.6,96,384.3,441.4,-41.7,-33,374.9,426.8,-33,-13.1,278.3,324.8,-26.6,-12.1,286.6,329.5,-28.4,-20.7,693.3,790.6,-66.5,-39.7,700.4,786.8,-65.3,-46,727.4,814.5,-64.4,-40.1,565.2,651.6,-61.3,-36.6,86,0,427
4,5CEC84E8FE10,tokyo,1,0,157.5,72460777,59,11835,32.9,92,388.3,442.4,-37.3,-22.4,370.2,421.9,-30,-19.3,274.7,317.9,-25.1,-5.9,283.5,318.6,-26.3,-22.7,696.2,791.5,-65.5,-38.9,686.4,767.4,-60.2,-43.5,731.5,816.8,-62.5,-46,558.8,636.6,-57.9,-35.6,82,0,415
4,5CEC84E8FE10,tokyo,1,0,157.5,72847678,58.95,11826,32.7,95,377.9,426.7,-36.4,-22.1,392.6,448.4,-33.3,-17.5,289.5,340.2,-29.1,-16,297.1,349.6,-31.5,-23.4,699.6,798.4,-68,-42,725.7,830.1,-70.3,-53.2,737.9,825.7,-67,-40.6,587.5,688.3,-67.2,-44.1,118,0,388
4,5CEC84E8FE10,tokyo,1,0,157.5,72912244,59.4,11840,32.8,89,379.8,431.1,-41,-30.3,361.2,409.9,-32.1,-12.9,252.8,294.4,-21.4,4.3,271.8,298.9,-27.9,-37.1,667.1,754.6,-63.4,-36.3,671.7,747.4,-62.9,-56.1,729.4,809,-62.2,-44,529.3,597.3,-55.4,-43.4,77,0,419
4,5CEC84E8FE10,tokyo,1,0,157.5,73782311,58.65,11755,31.4,93,367.9,416.9,-34.9,-24.3,344.8,392.4,-29.9,-12.8,272.8,318.3,-27.2,-15.2,281.9,330.8,-28.7,-19.6,666.9,763.6,-65.3,-38.2,665.9,757.4,-62,-40.9,685.9,763.9,-58.6,-37.9,553.4,644.8,-62.2,-36.6,93,0,391
4,5CEC84E8FE10,tokyo,1,0,157.5,73857564,58.9,11831,31.6,86,379.6,427.8,-36.4,-22.9,346.9,395.2,-30.8,-12.6,255.5,288.7,-22.6,-10.5,260.9,293.8,-23,-12.4,656.5,742.1,-62.2,-34.2,645.4,723.5,-57.5,-35.1,692.6,771.2,-62.4,-35.3,513.9,581.1,-51.9,-25.4,75,0,399
4,5CEC84E8FE10,tokyo,1,0,157.5,74231443,58.7,11826,31.4,91,381.3,431.4,-37.7,-22.2,365.4,415.2,-32,-14.9,278.4,327.5,-27.1,-9.7,284.9,332.5,-30.1,-24.7,692.6,792.3,-68.6,-45.4,688,783.4,-67.7,-54,705,794.1,-68,-38.6,563.9,656.9,-64.5,-41.3,96,0,382
4,5CEC84E8FE10,tokyo,1,0,157.5,74321264,59.3,11830,32.3,88,380.3,431.4,-35.9,-21.8,375,426,-32,-15.6,271.8,312.6,-25.5,-9.6,283.9,326.6,-28,-20.2,683.8,775.8,-64.9,-39.6,689.3,783.1,-66.2,-46.8,710.4,800.6,-68.6,-40.2,554.7,638.7,-60.3,-34.5,91,0,399
4,5CEC84E8FE10,tokyo,1,0,157.5,74381219,59.65,11823,33.2,89,385.4,442.4,-42.3,-28.2,358.4,422.6,-33.8,-21,263,304.1,-21.7,-0.7,275.2,311,-25.8,-23.3,690.3,777.6,-64.2,-41,684.8,772.3,-64.7,-53.7,746.5,835.1,-68,-53.4,542.4,611.2,-55.2,-34.4,84,0,391
4,5CEC84E8FE10,tokyo,1,0,157.5,75475758,59.45,11847,31.8,88,383.6,436.6,-38.3,-26.2,354.9,405.9,-33.4,-17.6,281.6,323.9,-26,-14.3,292.7,338,-27.2,-19.2,692,792.8,-68.2,-37.7,684.4,785.2,-66.4,-43.2,738.6,825.5,-64.6,-54.2,570.7,658,-60.9,-35.2,90,0,420
4,5CEC84E8FE10,tokyo,1,0,157.5,75496951,59.4,11826,32.1,89,388.8,452.8,-41.7,-31.6,360.4,422,-32.6,-20.6,282,323.8,-26.5,-13.5,286.5,328.3,-26.9,-17.8,704.9,804.9,-68.6,-37.9,686.4,783.7,-65.4,-41.5,734.8,829.3,-67.8,-48.7,566.5,647.6,-60.4,-32.7,82,0,401
4,5CEC84E8FE10,tokyo,1,0,157.5,76104867,58.45,11815,32.5,91,390.2,438.2,-33.8,-22.5,368.7,422.4,-31,-14.9,283.5,329.6,-27.1,-16.6,286.5,333.6,-28.9,-18.4,702.3,800.6,-65.9,-39.6,696.7,795.7,-64.1,-41.1,730.9,816.2,-63.6,-40.2,570.5,663.4,-63.1,-37.7,90,0,367
4,5CEC84E8FE10,tokyo,1,0,157.5,76174096,59.5,11831,33,89,387.9,441.1,-38.4,-26.9,364.5,421.1,-30.1,-15.8,276.4,316.5,-25.8,-14.3,284,325.3,-27.1,-14.3,694,786.8,-64.8,-38.5,693,781.4,-63.2,-39.9,730.5,809.6,-63.8,-35.3,557.7,639.9,-59.8,-30.6,78,0,405
4,5CEC84E8FE10,tokyo,1,0,157.5,76757264,58.75,11809,31.9,93,388.3,442.9,-35.5,-22.5,362.4,419.4,-32.8,-16.6,274.3,321.2,-27.9,-14.8,288.7,339.4,-30.5,-22,694.9,799,-68.6,-42.3,692.8,793.4,-66.9,-46.9,724.3,812.8,-66.2,-43.1,561.5,659,-66,-40.3,106,0,356
4,5CEC84E8FE10,tokyo,1,0,157.5,76820536,59.75,11840,32.7,90,397.5,455.7,-39.7,-29.2,382.7,441.3,-33.2,-19.1,268.3,308.2,-24.7,-9.7,280.4,320.2,-27.3,-18,697.8,797,-66.2,-40.6,702.6,795.5,-65.7,-45.3,746.9,842.2,-70.2,-44,548.3,627.8,-57.9,-32.3,81,0,407
4,5CEC84E8FE10,tokyo,1,0,157.5,76833492,59.8,11842,32.7,92,386.9,447.1,-43.2,-29.4,371.4,429.1,-34,-16,273.4,315,-25.1,-13.8,283.3,326.1,-26.8,-17.9,695.7,794.9,-66.8,-39.8,694.7,790.4,-64.5,-44,745.1,838.6,-67.5,-50.8,555,637.9,-58.7,-33.2,87,0,414
4,5CEC84E8FE10,tokyo,1,0,157.5,77196744,57.6,12057,30.2,94,391.7,449.6,-38.8,-29,376.9,436.9,-35,-22.5,282.6,344.2,-27.8,-1.2,295.5,316.9,-35.8,-51.7,730.8,819.1,-72.8,-82.8,756.3,772.8,-85.7,-163.4,756.3,844.4,-66.5,-47.4,610.8,686.5,-75.2,-81.7,109,0,364
